country_m49,country_alpha3,country_name,series_code,goal,applicability,expected_cadence_years,latest_year,observed_years,recent_completeness,staleness,regularity,has_aggregate_slice,disaggregation,nature_counts,global_scarcity,measurement_priority_v1,score_components
840,USA,United States,DC_FTA_TOTAL,17,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,DC_TOF_URBINFRA,11,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,DT_TDS_DECT,17,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,EG_IFF_RANDN,7,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,EN_TWT_GENV,12,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,ER_BDY_ABT2NP,15,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,ER_H2O_PRDU,6,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,ER_IAS_LEGIS,15,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,ER_UNCLOS_IMPLE,14,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,FB_ATM_TOTL,8,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,GB_XPD_CULNAT_PB,11,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,GF_COM_PPPI,17,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,IU_COR_BRIB,16,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,IU_DMK_INCL,16,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,NV_IND_SSIS_NC,9,universal,1,2016,2015;2016,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 2}",1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,PD_AGR_SSFP,2,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SE_DEV_ONTRK,4,universal,3,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SE_SGE_BIODIV,4,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SG_CPA_MIGRS,10,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SG_CPA_SDEVP,17,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SG_GEN_EQPWNN,5,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SG_PLN_MSTKSDG_R,17,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SG_PLN_RECNDI,17,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SG_XPD_PR,1,universal,1,2016,2016,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 1}",1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SH_AAP_ASMORT,3,universal,1,2019,2019,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 1}",1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SH_BLD_ECOLI,3,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SH_FPL_INFM,5,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SH_FPL_MTMM,3,universal,1,2017,2017,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country_adjusted"": 1}",1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SH_HLF_EMED,3,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SH_LGR_ACSRHE,5,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SH_MDD_CHLD,2,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SH_STA_FGMS,5,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SH_STA_MALR,3,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SH_STA_WASHARI,3,universal,1,2019,2019,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 1}",1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SH_SUD_ALCOL,3,universal,1,2016,2016,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""unavailable"": 3}",1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SI_AGR_SSFP,2,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SL_EMP_RCOST_MO,10,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SL_TLF_CHLDEA,8,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SP_DISP_RESOL,16,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SP_DYN_MRBF18,5,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,SP_LGL_LNDAGSEC,5,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,ST_EMP_TRSMN,8,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,VC_ARM_SZTRACE,16,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,VC_VAW_NONMARR,5,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,VC_VAW_PHYPYV,16,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,VC_VAW_SXVLN,16,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
840,USA,United States,VC_VOH_SXPH,11,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.79,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.989583, ""staleness"": 1.0}"
156,CHN,China,EN_REF_WASCOL,11,universal,1,2018,2018,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 2}",0.9896,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 0.9896, ""population_percentile"": 0.994792, ""staleness"": 1.0}"
156,CHN,China,SL_EMP_EARN,8,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},0.9896,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 0.9896, ""population_percentile"": 0.994792, ""staleness"": 1.0}"
360,IDN,Indonesia,AG_PRD_XSUBDY,2,universal,1,2018,2015;2016;2017;2018,0.0,1.0,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 4}",1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,EN_TWT_GENV,12,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,EN_WWT_WWDS,6,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,ER_UNCLOS_IMPLE,14,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,ER_WLD_TRPOACH,15,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,GB_POP_SCIERD,9,universal,1,2020,2016;2017;2018;2019;2020,0.0,1.0,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 5}",1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,GB_XPD_CULNAT_PB,11,universal,1,2019,2019,0.0,1.0,,True,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 1}",1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,GB_XPD_RSDV,9,universal,1,2020,2016;2017;2018;2019;2020,0.0,1.0,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 5}",1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,GF_COM_PPPI,17,universal,1,2020,2015;2016;2017;2018;2019;2020,0.0,1.0,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 6}",1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,IU_DMK_INCL,16,universal,1,2018,2018,0.0,1.0,,True,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 1}",1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,NV_IND_SSIS_NC,9,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,SG_CPA_SDEVP,17,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,SG_PLN_MSTKSDG_R,17,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,SG_SCP_POLINS,12,universal,1,2020,2020,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 2}",1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,SG_XPD_PR,1,universal,1,2017,2017,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 1}",1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,SH_AAP_ASMORT,3,universal,1,2019,2019,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 1}",1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,SH_FPL_INFM,5,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,SH_FPL_MTMM,3,universal,1,2017,2015;2016;2017,0.0,1.0,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country_adjusted"": 3}",1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,SH_HLF_EMED,3,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,SH_STA_WASHARI,3,universal,1,2019,2019,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 1}",1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,SH_SUD_ALCOL,3,universal,1,2016,2016,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""unavailable"": 3}",1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,SL_EMP_FTLINJUR,8,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,SL_EMP_RCOST_MO,10,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,SP_DISP_RESOL,16,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,SP_DYN_ADKL,3,universal,1,2016,2015;2016,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country_adjusted"": 4}",1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,SP_DYN_MRBF18,5,universal,1,2017,2017,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country_adjusted"": 1}",1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,SP_LGL_LNDSTR,1,universal,1,2017,2017,0.0,1.0,,True,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 3}",1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
360,IDN,Indonesia,ST_EEV_STDACCT,12,universal,1,2020,2015;2016;2017;2018;2019;2020,0.0,1.0,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 6}",1.0,99.69,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.984375, ""staleness"": 1.0}"
